,Year,Month,Jurisdiction,Area (hectares),Time
2681,2015,December,Prince Edward Island,,2015-12-01
2727,2016,January,British Columbia,0.748,2016-01-01
2715,2016,January,Alberta,0.37,2016-01-01
3538,2016,January,Canada,1.1179999999999999,2016-01-01
2779,2016,January,Prince Edward Island,0.0,2016-01-01
2719,2016,February,Alberta,5.73,2016-02-01
2730,2016,February,British Columbia,411.209,2016-02-01
2778,2016,February,Prince Edward Island,0.0,2016-02-01
3537,2016,February,Canada,416.939,2016-02-01
2768,2016,March,Ontario,79.453800001,2016-03-01
2755,2016,March,Nova Scotia,2.49,2016-03-01
3541,2016,March,Canada,1148.508800001,2016-03-01
2791,2016,March,Quebec,0.1,2016-03-01
2731,2016,March,British Columbia,424.445,2016-03-01
2720,2016,March,Alberta,642.02,2016-03-01
2782,2016,March,Prince Edward Island,0.0,2016-03-01
3534,2016,April,Canada,98580.28009989823,2016-04-01
2775,2016,April,Prince Edward Island,32.0,2016-04-01
2792,2016,April,Quebec,35.1,2016-04-01
2721,2016,April,Alberta,2708.93010000002,2016-04-01
2732,2016,April,British Columbia,91172.1890000002,2016-04-01
2798,2016,April,Saskatchewan,2626.6,2016-04-01
2769,2016,April,Ontario,33.499999898,2016-04-01
2738,2016,April,Manitoba,1522.1,2016-04-01
2804,2016,April,Yukon,0.11,2016-04-01
2756,2016,April,Nova Scotia,269.051,2016-04-01
2745,2016,April,New Brunswick,180.7,2016-04-01
2722,2016,May,Alberta,498402.240000001,2016-05-01
2793,2016,May,Quebec,645.115,2016-05-01
2733,2016,May,British Columbia,288.288,2016-05-01
2799,2016,May,Saskatchewan,4640.7,2016-05-01
2739,2016,May,Manitoba,17914.63,2016-05-01
2805,2016,May,Yukon,273.24,2016-05-01
2746,2016,May,New Brunswick,29.2,2016-05-01
3542,2016,May,Canada,603427.953999656,2016-05-01
2751,2016,May,Newfoundland and Labrador,0.1,2016-05-01
2783,2016,May,Prince Edward Island,1.0,2016-05-01
2757,2016,May,Nova Scotia,59.321,2016-05-01
2770,2016,May,Ontario,81166.099999655,2016-05-01
2762,2016,May,Northwest Territories,8.02,2016-05-01
2747,2016,June,New Brunswick,23.9,2016-06-01
2781,2016,June,Prince Edward Island,0.0,2016-06-01
2794,2016,June,Quebec,3980.9,2016-06-01
2723,2016,June,Alberta,11352.55,2016-06-01
2771,2016,June,Ontario,323.401100308,2016-06-01
2763,2016,June,Northwest Territories,108583.17,2016-06-01
2800,2016,June,Saskatchewan,228398.03,2016-06-01
2740,2016,June,Manitoba,10348.3,2016-06-01
2758,2016,June,Nova Scotia,26.113,2016-06-01
3540,2016,June,Canada,385467.102100308,2016-06-01
2734,2016,June,British Columbia,1199.148,2016-06-01
2806,2016,June,Yukon,21231.59,2016-06-01
2748,2016,July,New Brunswick,1.9,2016-07-01
2735,2016,July,British Columbia,5164.18400000001,2016-07-01
2759,2016,July,Nova Scotia,15.783,2016-07-01
2772,2016,July,Ontario,1370.300201493,2016-07-01
2724,2016,July,Alberta,1726.49,2016-07-01
2780,2016,July,Prince Edward Island,0.0,2016-07-01
3539,2016,July,Canada,219519.06720149302,2016-07-01
2741,2016,July,Manitoba,8970.0,2016-07-01
2752,2016,July,Newfoundland and Labrador,10603.0,2016-07-01
2764,2016,July,Northwest Territories,142764.63,2016-07-01
2801,2016,July,Saskatchewan,19849.58,2016-07-01
2807,2016,July,Yukon,21.4,2016-07-01
2795,2016,July,Quebec,29031.8,2016-07-01
2802,2016,August,Saskatchewan,136.71,2016-08-01
2736,2016,August,British Columbia,1741.247,2016-08-01
2742,2016,August,Manitoba,399.0,2016-08-01
2796,2016,August,Quebec,234.4,2016-08-01
2753,2016,August,Newfoundland and Labrador,134.2,2016-08-01
2749,2016,August,New Brunswick,24.5,2016-08-01
2725,2016,August,Alberta,179.709999999999,2016-08-01
2765,2016,August,Northwest Territories,4168.04,2016-08-01
2808,2016,August,Yukon,11.02,2016-08-01
2773,2016,August,Ontario,170.000000335,2016-08-01
2776,2016,August,Prince Edward Island,0.0,2016-08-01
2760,2016,August,Nova Scotia,429.485,2016-08-01
3535,2016,August,Canada,7628.3120003349995,2016-08-01
2737,2016,September,British Columbia,15.062,2016-09-01
2803,2016,September,Saskatchewan,137.8,2016-09-01
2809,2016,September,Yukon,0.04,2016-09-01
2786,2016,September,Prince Edward Island,,2016-09-01
2797,2016,September,Quebec,2.1,2016-09-01
2750,2016,September,New Brunswick,3.9,2016-09-01
2726,2016,September,Alberta,112.6301,2016-09-01
2761,2016,September,Nova Scotia,4.731,2016-09-01
2774,2016,September,Ontario,5.250000009,2016-09-01
3545,2016,September,Canada,285.013100009,2016-09-01
2743,2016,September,Manitoba,3.5,2016-09-01
2754,2016,October,Nova Scotia,0.25,2016-10-01
2788,2016,October,Quebec,3.7,2016-10-01
2766,2016,October,Ontario,3031.700000022,2016-10-01
3544,2016,October,Canada,3066.2320000219997,2016-10-01
2728,2016,October,British Columbia,29.372,2016-10-01
2785,2016,October,Prince Edward Island,0.0,2016-10-01
2744,2016,October,New Brunswick,0.7,2016-10-01
2716,2016,October,Alberta,0.51,2016-10-01
2717,2016,November,Alberta,22.29,2016-11-01
2784,2016,November,Prince Edward Island,0.0,2016-11-01
3543,2016,November,Canada,53.809000008,2016-11-01
2729,2016,November,British Columbia,0.919,2016-11-01
2789,2016,November,Quebec,0.0,2016-11-01
2767,2016,November,Ontario,30.600000008,2016-11-01
2777,2016,December,Prince Edward Island,0.0,2016-12-01
2790,2016,December,Quebec,0.1,2016-12-01
2718,2016,December,Alberta,11.82,2016-12-01
3536,2016,December,Canada,11.92,2016-12-01
2810,2017,January,Alberta,0.72,2017-01-01
2881,2017,January,Prince Edward Island,,2017-01-01
2822,2017,January,British Columbia,0.009,2017-01-01
3551,2017,January,Canada,0.729,2017-01-01
2825,2017,February,British Columbia,150.009,2017-02-01
2869,2017,February,Ontario,0.356,2017-02-01
2892,2017,February,Quebec,0.001,2017-02-01
2814,2017,February,Alberta,89.83,2017-02-01
2880,2017,February,Prince Edward Island,,2017-02-01
3550,2017,February,Canada,240.19599999999997,2017-02-01
2815,2017,March,Alberta,14.66,2017-03-01
2826,2017,March,British Columbia,19.256,2017-03-01
2900,2017,March,Saskatchewan,0.1,2017-03-01
2884,2017,March,Prince Edward Island,,2017-03-01
3554,2017,March,Canada,275.516000002,2017-03-01
2870,2017,March,Ontario,241.500000002,2017-03-01
2816,2017,April,Alberta,1379.59,2017-04-01
2827,2017,April,British Columbia,153.389,2017-04-01
2834,2017,April,Manitoba,13.9,2017-04-01
2901,2017,April,Saskatchewan,13.7,2017-04-01
2907,2017,April,Yukon,0.71,2017-04-01
2893,2017,April,Quebec,10.5,2017-04-01
2842,2017,April,New Brunswick,19.3,2017-04-01
3547,2017,April,Canada,2188.728999673,2017-04-01
2877,2017,April,Prince Edward Island,,2017-04-01
2857,2017,April,Nova Scotia,571.84,2017-04-01
2871,2017,April,Ontario,25.799999673,2017-04-01
2894,2017,May,Quebec,312.82,2017-05-01
2828,2017,May,British Columbia,864.447,2017-05-01
2885,2017,May,Prince Edward Island,,2017-05-01
2817,2017,May,Alberta,27072.4,2017-05-01
2843,2017,May,New Brunswick,3.7,2017-05-01
2858,2017,May,Nova Scotia,0.78,2017-05-01
2850,2017,May,Newfoundland and Labrador,18.1,2017-05-01
2863,2017,May,Northwest Territories,2759.03,2017-05-01
2908,2017,May,Yukon,2887.38,2017-05-01
2902,2017,May,Saskatchewan,1005.102,2017-05-01
2872,2017,May,Ontario,29.300000226,2017-05-01
2835,2017,May,Manitoba,768.9,2017-05-01
3555,2017,May,Canada,35721.959000226,2017-05-01
2836,2017,June,Manitoba,15289.3,2017-06-01
2909,2017,June,Yukon,251052.61,2017-06-01
3553,2017,June,Canada,441339.81499935896,2017-06-01
2859,2017,June,Nova Scotia,0.15,2017-06-01
2883,2017,June,Prince Edward Island,,2017-06-01
2829,2017,June,British Columbia,4135.685,2017-06-01
2903,2017,June,Saskatchewan,6.2,2017-06-01
2873,2017,June,Ontario,20645.899999359,2017-06-01
2864,2017,June,Northwest Territories,106137.21,2017-06-01
2851,2017,June,Newfoundland and Labrador,622.5,2017-06-01
2844,2017,June,New Brunswick,2.9,2017-06-01
2895,2017,June,Quebec,37008.6,2017-06-01
2818,2017,June,Alberta,6438.76,2017-06-01
2852,2017,July,Newfoundland and Labrador,38.951,2017-07-01
2896,2017,July,Quebec,930.300000000001,2017-07-01
2904,2017,July,Saskatchewan,39555.002,2017-07-01
2819,2017,July,Alberta,47234.3423,2017-07-01
3552,2017,July,Canada,2322475.346802245,2017-07-01
2910,2017,July,Yukon,139183.42,2017-07-01
2837,2017,July,Manitoba,54523.4999999999,2017-07-01
2874,2017,July,Ontario,73383.1000022449,2017-07-01
2882,2017,July,Prince Edward Island,,2017-07-01
2865,2017,July,Northwest Territories,823762.51,2017-07-01
2845,2017,July,New Brunswick,58.7,2017-07-01
2830,2017,July,British Columbia,1143805.2115,2017-07-01
2860,2017,July,Nova Scotia,0.31,2017-07-01
2831,2017,August,British Columbia,76937.509,2017-08-01
2897,2017,August,Quebec,121.11,2017-08-01
2905,2017,August,Saskatchewan,358419.1,2017-08-01
2911,2017,August,Yukon,6156.03,2017-08-01
2820,2017,August,Alberta,30841.4812999999,2017-08-01
2838,2017,August,Manitoba,150690.3,2017-08-01
2861,2017,August,Nova Scotia,0.0,2017-08-01
2866,2017,August,Northwest Territories,98921.93,2017-08-01
2875,2017,August,Ontario,17507.099995862,2017-08-01
2878,2017,August,Prince Edward Island,,2017-08-01
3548,2017,August,Canada,739623.5602958618,2017-08-01
2853,2017,August,Newfoundland and Labrador,2.7,2017-08-01
2846,2017,August,New Brunswick,26.3,2017-08-01
2839,2017,September,Manitoba,2674.6,2017-09-01
2906,2017,September,Saskatchewan,513.200000000001,2017-09-01
2854,2017,September,Newfoundland and Labrador,2.4,2017-09-01
2847,2017,September,New Brunswick,27.7,2017-09-01
2898,2017,September,Quebec,31.88,2017-09-01
2821,2017,September,Alberta,34987.00001,2017-09-01
2888,2017,September,Prince Edward Island,,2017-09-01
2862,2017,September,Nova Scotia,0.0,2017-09-01
2867,2017,September,Northwest Territories,1496.13,2017-09-01
3558,2017,September,Canada,43616.774010303,2017-09-01
2876,2017,September,Ontario,603.500000303,2017-09-01
2832,2017,September,British Columbia,3280.364,2017-09-01
2912,2017,September,Yukon,0.0,2017-09-01
2899,2017,October,Saskatchewan,285.0,2017-10-01
2848,2017,October,Newfoundland and Labrador,15.1,2017-10-01
2890,2017,October,Quebec,29.5,2017-10-01
2887,2017,October,Prince Edward Island,,2017-10-01
2855,2017,October,Nova Scotia,0.0,2017-10-01
2868,2017,October,Ontario,493.400000155,2017-10-01
2833,2017,October,Manitoba,463.153,2017-10-01
2823,2017,October,British Columbia,513.083,2017-10-01
2811,2017,October,Alberta,1701.19,2017-10-01
2840,2017,October,New Brunswick,428.7,2017-10-01
3557,2017,October,Canada,3929.126000155,2017-10-01
2841,2017,November,New Brunswick,0.6,2017-11-01
2812,2017,November,Alberta,0.33,2017-11-01
2891,2017,November,Quebec,0.0,2017-11-01
2886,2017,November,Prince Edward Island,,2017-11-01
2856,2017,November,Nova Scotia,0.0,2017-11-01
2849,2017,November,Newfoundland and Labrador,0.2,2017-11-01
3556,2017,November,Canada,2.35,2017-11-01
2824,2017,November,British Columbia,1.22,2017-11-01
3549,2017,December,Canada,9.16,2017-12-01
2813,2017,December,Alberta,9.16,2017-12-01
2879,2017,December,Prince Edward Island,,2017-12-01
2925,2018,January,British Columbia,0.009,2018-01-01
2913,2018,January,Alberta,0.1201,2018-01-01
3563,2018,January,Canada,0.1291,2018-01-01
2917,2018,March,Alberta,2.11,2018-03-01
2929,2018,March,British Columbia,140.502,2018-03-01
2971,2018,March,Ontario,2.097,2018-03-01
2957,2018,March,Nova Scotia,22.599999905,2018-03-01
3566,2018,March,Canada,167.30899990500004,2018-03-01
2951,2018,April,Newfoundland and Labrador,7.4,2018-04-01
2918,2018,April,Alberta,117.09,2018-04-01
3560,2018,April,Canada,9035.027999937,2018-04-01
2995,2018,April,Yukon,2300.0,2018-04-01
2930,2018,April,British Columbia,278.258,2018-04-01
2972,2018,April,Ontario,143.999999687,2018-04-01
2936,2018,April,Manitoba,5559.8,2018-04-01
2982,2018,April,Quebec,12.7,2018-04-01
2989,2018,April,Saskatchewan,485.2,2018-04-01
2943,2018,April,New Brunswick,31.2,2018-04-01
2958,2018,April,Nova Scotia,99.38000025,2018-04-01
2983,2018,May,Quebec,210.43,2018-05-01
2944,2018,May,New Brunswick,130.9,2018-05-01
2973,2018,May,Ontario,4043.300002256,2018-05-01
2931,2018,May,British Columbia,36556.1849999999,2018-05-01
2990,2018,May,Saskatchewan,101328.8,2018-05-01
2996,2018,May,Yukon,168.16,2018-05-01
3567,2018,May,Canada,258324.6030245377,2018-05-01
2937,2018,May,Manitoba,66750.11,2018-05-01
2919,2018,May,Alberta,42830.6005999998,2018-05-01
2965,2018,May,Northwest Territories,6198.12,2018-05-01
2959,2018,May,Nova Scotia,29.570000113,2018-05-01
2952,2018,May,Newfoundland and Labrador,71.1,2018-05-01
2978,2018,May,Prince Edward Island,7.327422169,2018-05-01
2953,2018,June,Newfoundland and Labrador,12.1,2018-06-01
2991,2018,June,Saskatchewan,56328.4999999999,2018-06-01
2974,2018,June,Ontario,77069.1000011967,2018-06-01
2997,2018,June,Yukon,16782.12,2018-06-01
2966,2018,June,Northwest Territories,3232.31,2018-06-01
2932,2018,June,British Columbia,11542.789,2018-06-01
2938,2018,June,Manitoba,31403.0,2018-06-01
2945,2018,June,New Brunswick,36.8,2018-06-01
3565,2018,June,Canada,273066.8195011476,2018-06-01
2960,2018,June,Nova Scotia,32.519999951,2018-06-01
2984,2018,June,Quebec,63534.8,2018-06-01
2920,2018,June,Alberta,13092.7805,2018-06-01
2921,2018,July,Alberta,10748.6216,2018-07-01
2992,2018,July,Saskatchewan,2937.31,2018-07-01
2954,2018,July,Newfoundland and Labrador,285.8,2018-07-01
2967,2018,July,Northwest Territories,8167.8,2018-07-01
2946,2018,July,New Brunswick,101.6,2018-07-01
2961,2018,July,Nova Scotia,4.769999952,2018-07-01
2975,2018,July,Ontario,166056.420003512,2018-07-01
2985,2018,July,Quebec,22521.3,2018-07-01
2933,2018,July,British Columbia,610179.926000002,2018-07-01
2998,2018,July,Yukon,54700.33,2018-07-01
3564,2018,July,Canada,997815.187603466,2018-07-01
2939,2018,July,Manitoba,122111.31,2018-07-01
3561,2018,August,Canada,788963.561301704,2018-08-01
2999,2018,August,Yukon,6634.87,2018-08-01
2993,2018,August,Saskatchewan,31460.4,2018-08-01
2962,2018,August,Nova Scotia,3.150000025,2018-08-01
2955,2018,August,Newfoundland and Labrador,7.2,2018-08-01
2940,2018,August,Manitoba,8613.80000000001,2018-08-01
2922,2018,August,Alberta,17544.7123,2018-08-01
2968,2018,August,Northwest Territories,4557.4,2018-08-01
2947,2018,August,New Brunswick,1.7,2018-08-01
2934,2018,August,British Columbia,701902.718999995,2018-08-01
2986,2018,August,Quebec,31.0,2018-08-01
2976,2018,August,Ontario,18206.610001684,2018-08-01
2969,2018,September,Northwest Territories,21.01,2018-09-01
2977,2018,September,Ontario,175.70000016,2018-09-01
2979,2018,September,Prince Edward Island,0.062729291,2018-09-01
2963,2018,September,Nova Scotia,6.3800001,2018-09-01
2987,2018,September,Quebec,4.7,2018-09-01
2956,2018,September,Newfoundland and Labrador,11.1,2018-09-01
3570,2018,September,Canada,447.5227295509999,2018-09-01
2948,2018,September,New Brunswick,7.4,2018-09-01
2941,2018,September,Manitoba,39.3,2018-09-01
2994,2018,September,Saskatchewan,10.0,2018-09-01
3000,2018,September,Yukon,0.01,2018-09-01
2923,2018,September,Alberta,43.0399999999999,2018-09-01
2935,2018,September,British Columbia,128.82,2018-09-01
2926,2018,October,British Columbia,199.637,2018-10-01
2950,2018,October,Newfoundland and Labrador,0.8,2018-10-01
2980,2018,October,Quebec,1.4,2018-10-01
2942,2018,October,New Brunswick,1.3,2018-10-01
2988,2018,October,Saskatchewan,182.7,2018-10-01
3569,2018,October,Canada,618.037,2018-10-01
2914,2018,October,Alberta,232.2,2018-10-01
3568,2018,November,Canada,8.558,2018-11-01
2927,2018,November,British Columbia,0.018,2018-11-01
2915,2018,November,Alberta,8.44,2018-11-01
2981,2018,November,Quebec,0.0,2018-11-01
2964,2018,November,Northwest Territories,0.1,2018-11-01
2970,2018,December,Ontario,0.0001,2018-12-01
3562,2018,December,Canada,404.1891,2018-12-01
2928,2018,December,British Columbia,6.399,2018-12-01
2916,2018,December,Alberta,397.79,2018-12-01
3001,2019,January,Alberta,2.23,2019-01-01
3077,2019,January,Saskatchewan,0.0,2019-01-01
3576,2019,January,Canada,2.23,2019-01-01
3015,2019,February,British Columbia,0.93,2019-02-01
3575,2019,February,Canada,0.9400000000000001,2019-02-01
3005,2019,February,Alberta,0.01,2019-02-01
3060,2019,March,Ontario,0.84,2019-03-01
3045,2019,March,Nova Scotia,24.55,2019-03-01
3037,2019,March,Newfoundland and Labrador,4.6,2019-03-01
3016,2019,March,British Columbia,436.815,2019-03-01
3579,2019,March,Canada,480.815,2019-03-01
3006,2019,March,Alberta,14.01,2019-03-01
3061,2019,April,Ontario,98.300000038,2019-04-01
3572,2019,April,Canada,4469.855463525999,2019-04-01
3054,2019,April,Northwest Territories,1.06,2019-04-01
3017,2019,April,British Columbia,549.583,2019-04-01
3071,2019,April,Quebec,0.1,2019-04-01
3023,2019,April,Manitoba,2845.9,2019-04-01
3030,2019,April,New Brunswick,22.3,2019-04-01
3068,2019,April,Prince Edward Island,8.452463488,2019-04-01
3007,2019,April,Alberta,627.809999999999,2019-04-01
3046,2019,April,Nova Scotia,18.02,2019-04-01
3038,2019,April,Newfoundland and Labrador,0.2,2019-04-01
3087,2019,April,Yukon,0.13,2019-04-01
3081,2019,April,Saskatchewan,298.0,2019-04-01
3039,2019,May,Newfoundland and Labrador,75.6,2019-05-01
3062,2019,May,Ontario,3990.200000687,2019-05-01
3082,2019,May,Saskatchewan,1096.3,2019-05-01
3031,2019,May,New Brunswick,121.6,2019-05-01
3055,2019,May,Northwest Territories,3484.29,2019-05-01
3008,2019,May,Alberta,896886.981000001,2019-05-01
3024,2019,May,Manitoba,4666.849,2019-05-01
3047,2019,May,Nova Scotia,47.41,2019-05-01
3018,2019,May,British Columbia,10093.178,2019-05-01
3580,2019,May,Canada,1055731.218000688,2019-05-01
3088,2019,May,Yukon,135237.21,2019-05-01
3072,2019,May,Quebec,31.6,2019-05-01
3578,2019,June,Canada,401044.50200140703,2019-06-01
3048,2019,June,Nova Scotia,16.04,2019-06-01
3063,2019,June,Ontario,256939.300001407,2019-06-01
3040,2019,June,Newfoundland and Labrador,0.7,2019-06-01
3025,2019,June,Manitoba,39958.901,2019-06-01
3056,2019,June,Northwest Territories,6054.13,2019-06-01
3089,2019,June,Yukon,64179.9,2019-06-01
3019,2019,June,British Columbia,468.331000000001,2019-06-01
3073,2019,June,Quebec,5020.8,2019-06-01
3083,2019,June,Saskatchewan,1822.1,2019-06-01
3009,2019,June,Alberta,26565.6,2019-06-01
3032,2019,June,New Brunswick,18.7,2019-06-01
3064,2019,July,Ontario,8539.00000079604,2019-07-01
3033,2019,July,New Brunswick,17.9,2019-07-01
3084,2019,July,Saskatchewan,44928.4,2019-07-01
3090,2019,July,Yukon,56490.07,2019-07-01
3577,2019,July,Canada,315438.79801079613,2019-07-01
3049,2019,July,Nova Scotia,2.33,2019-07-01
3074,2019,July,Quebec,4584.21000000001,2019-07-01
3041,2019,July,Newfoundland and Labrador,218.4,2019-07-01
3020,2019,July,British Columbia,2469.438,2019-07-01
3057,2019,July,Northwest Territories,94783.08,2019-07-01
3026,2019,July,Manitoba,23714.64001,2019-07-01
3010,2019,July,Alberta,79691.3300000001,2019-07-01
3075,2019,August,Quebec,54.5,2019-08-01
3058,2019,August,Northwest Territories,844.51,2019-08-01
3021,2019,August,British Columbia,7358.02300000001,2019-08-01
3091,2019,August,Yukon,34.0,2019-08-01
3573,2019,August,Canada,8655.30410031001,2019-08-01
3085,2019,August,Saskatchewan,8.2,2019-08-01
3042,2019,August,Newfoundland and Labrador,12.7,2019-08-01
3050,2019,August,Nova Scotia,27.62,2019-08-01
3069,2019,August,Prince Edward Island,0.05,2019-08-01
3065,2019,August,Ontario,154.60000031,2019-08-01
3034,2019,August,New Brunswick,40.4,2019-08-01
3027,2019,August,Manitoba,117.5,2019-08-01
3011,2019,August,Alberta,3.20109999999999,2019-08-01
3051,2019,September,Nova Scotia,0.69,2019-09-01
3583,2019,September,Canada,271.134100011,2019-09-01
3066,2019,September,Ontario,3.400100011,2019-09-01
3028,2019,September,Manitoba,33.1,2019-09-01
3012,2019,September,Alberta,31.18,2019-09-01
3092,2019,September,Yukon,125.31,2019-09-01
3022,2019,September,British Columbia,70.254,2019-09-01
3043,2019,September,Newfoundland and Labrador,3.4,2019-09-01
3035,2019,September,New Brunswick,1.9,2019-09-01
3086,2019,September,Saskatchewan,0.2,2019-09-01
3076,2019,September,Quebec,1.7,2019-09-01
3059,2019,October,Ontario,0.400000004,2019-10-01
3070,2019,October,Quebec,0.5,2019-10-01
3052,2019,October,Northwest Territories,0.2,2019-10-01
3002,2019,October,Alberta,8.791,2019-10-01
3582,2019,October,Canada,20.246000004,2019-10-01
3013,2019,October,British Columbia,4.545,2019-10-01
3029,2019,October,New Brunswick,5.0,2019-10-01
3078,2019,October,Saskatchewan,0.3,2019-10-01
3036,2019,October,Newfoundland and Labrador,0.4,2019-10-01
3044,2019,October,Nova Scotia,0.11,2019-10-01
3079,2019,November,Saskatchewan,0.1,2019-11-01
3003,2019,November,Alberta,0.01,2019-11-01
3581,2019,November,Canada,93.477,2019-11-01
3053,2019,November,Northwest Territories,0.1,2019-11-01
3014,2019,November,British Columbia,93.267,2019-11-01
3004,2019,December,Alberta,0.1,2019-12-01
3067,2019,December,Prince Edward Island,5.708664754,2019-12-01
3574,2019,December,Canada,5.908664753999999,2019-12-01
3080,2019,December,Saskatchewan,0.1,2019-12-01
3093,2020,January,Alberta,0.01,2020-01-01
3588,2020,January,Canada,0.01,2020-01-01
3167,2020,January,Saskatchewan,0.0,2020-01-01
3170,2020,February,Saskatchewan,0.0,2020-02-01
3097,2020,February,Alberta,0.01,2020-02-01
3587,2020,February,Canada,0.01,2020-02-01
3108,2020,March,British Columbia,87.877,2020-03-01
3098,2020,March,Alberta,0.13,2020-03-01
3171,2020,March,Saskatchewan,0.1,2020-03-01
3139,2020,March,Nova Scotia,5.105963,2020-03-01
3160,2020,March,Quebec,0.0,2020-03-01
3151,2020,March,Ontario,3.57,2020-03-01
3591,2020,March,Canada,96.782963,2020-03-01
3140,2020,April,Nova Scotia,89.160232,2020-04-01
3172,2020,April,Saskatchewan,92.6,2020-04-01
3584,2020,April,Canada,2548.0790319999996,2020-04-01
3116,2020,April,Manitoba,1499.1,2020-04-01
3161,2020,April,Quebec,49.3,2020-04-01
3109,2020,April,British Columbia,582.765,2020-04-01
3124,2020,April,New Brunswick,111.7225,2020-04-01
3099,2020,April,Alberta,76.8313,2020-04-01
3152,2020,April,Ontario,36.5,2020-04-01
3132,2020,April,Newfoundland and Labrador,10.1,2020-04-01
3153,2020,May,Ontario,297.3,2020-05-01
3110,2020,May,British Columbia,86.683,2020-05-01
3173,2020,May,Saskatchewan,41952.8,2020-05-01
3141,2020,May,Nova Scotia,531.129118,2020-05-01
3100,2020,May,Alberta,515.2,2020-05-01
3125,2020,May,New Brunswick,981.800000000001,2020-05-01
3133,2020,May,Newfoundland and Labrador,31.0,2020-05-01
3162,2020,May,Quebec,525.401,2020-05-01
3146,2020,May,Northwest Territories,0.01,2020-05-01
3592,2020,May,Canada,85982.79311800002,2020-05-01
3117,2020,May,Manitoba,41050.8,2020-05-01
3178,2020,May,Yukon,10.67,2020-05-01
3101,2020,June,Alberta,362.76,2020-06-01
3590,2020,June,Canada,79018.820773,2020-06-01
3179,2020,June,Yukon,3403.0,2020-06-01
3118,2020,June,Manitoba,682.9,2020-06-01
3174,2020,June,Saskatchewan,794.21,2020-06-01
3111,2020,June,British Columbia,29.385,2020-06-01
3163,2020,June,Quebec,51692.404,2020-06-01
3126,2020,June,New Brunswick,55.0000000000001,2020-06-01
3147,2020,June,Northwest Territories,19696.02,2020-06-01
3134,2020,June,Newfoundland and Labrador,11.7,2020-06-01
3142,2020,June,Nova Scotia,15.241773,2020-06-01
3154,2020,June,Ontario,2276.2,2020-06-01
3589,2020,July,Canada,22590.350994,2020-07-01
3127,2020,July,New Brunswick,6.8,2020-07-01
3143,2020,July,Nova Scotia,2.270694,2020-07-01
3135,2020,July,Newfoundland and Labrador,3156.0,2020-07-01
3148,2020,July,Northwest Territories,1226.74,2020-07-01
3155,2020,July,Ontario,3977.2003,2020-07-01
3164,2020,July,Quebec,7338.6,2020-07-01
3119,2020,July,Manitoba,5539.42,2020-07-01
3112,2020,July,British Columbia,1254.338,2020-07-01
3102,2020,July,Alberta,29.7510000000001,2020-07-01
3175,2020,July,Saskatchewan,9.201,2020-07-01
3180,2020,July,Yukon,50.03,2020-07-01
3176,2020,August,Saskatchewan,42.6,2020-08-01
3136,2020,August,Newfoundland and Labrador,1119.4,2020-08-01
3181,2020,August,Yukon,0.01,2020-08-01
3149,2020,August,Northwest Territories,216.26,2020-08-01
3103,2020,August,Alberta,55.28,2020-08-01
3128,2020,August,New Brunswick,146.202,2020-08-01
3156,2020,August,Ontario,8889.81,2020-08-01
3165,2020,August,Quebec,383.3,2020-08-01
3144,2020,August,Nova Scotia,50.999069,2020-08-01
3585,2020,August,Canada,23877.019069,2020-08-01
3113,2020,August,British Columbia,12443.758,2020-08-01
3120,2020,August,Manitoba,529.4,2020-08-01
3177,2020,September,Saskatchewan,59.3,2020-09-01
3166,2020,September,Quebec,4.0,2020-09-01
3182,2020,September,Yukon,0.21,2020-09-01
3145,2020,September,Nova Scotia,0.089488,2020-09-01
3157,2020,September,Ontario,2.1,2020-09-01
3595,2020,September,Canada,2811.0684880000003,2020-09-01
3137,2020,September,Newfoundland and Labrador,5.0,2020-09-01
3104,2020,September,Alberta,2576.28,2020-09-01
3129,2020,September,New Brunswick,48.5,2020-09-01
3114,2020,September,British Columbia,115.189,2020-09-01
3121,2020,September,Manitoba,0.4,2020-09-01
3094,2020,October,Alberta,1176.291,2020-10-01
3105,2020,October,British Columbia,71.449,2020-10-01
3138,2020,October,Nova Scotia,2.747886,2020-10-01
3115,2020,October,Manitoba,0.7,2020-10-01
3168,2020,October,Saskatchewan,0.8,2020-10-01
3158,2020,October,Quebec,0.1,2020-10-01
3594,2020,October,Canada,1260.987886,2020-10-01
3150,2020,October,Ontario,1.2,2020-10-01
3122,2020,October,New Brunswick,7.7,2020-10-01
3159,2020,November,Quebec,8.0,2020-11-01
3123,2020,November,New Brunswick,31.8,2020-11-01
3169,2020,November,Saskatchewan,0.5,2020-11-01
3106,2020,November,British Columbia,0.018,2020-11-01
3130,2020,November,Newfoundland and Labrador,0.4,2020-11-01
3095,2020,November,Alberta,3.6,2020-11-01
3593,2020,November,Canada,44.318,2020-11-01
3586,2020,December,Canada,1.8909999999999998,2020-12-01
3107,2020,December,British Columbia,0.001,2020-12-01
3131,2020,December,Newfoundland and Labrador,0.01,2020-12-01
3096,2020,December,Alberta,1.88,2020-12-01
