,Year,Month,Jurisdiction,Area (hectares),Time
528,1994,August,Yukon,92276.2599999999,1994-08-01
448,1994,August,Manitoba,158771.7,1994-08-01
492,1994,August,Ontario,115.800000081,1994-08-01
493,1994,September,Ontario,4.700000054,1994-09-01
464,1994,September,Newfoundland and Labrador,0.0,1994-09-01
523,1994,September,Saskatchewan,19313.32,1994-09-01
529,1994,September,Yukon,0.02,1994-09-01
473,1994,September,Nova Scotia,8.12,1994-09-01
429,1994,September,Alberta,1659.76,1994-09-01
505,1994,September,Prince Edward Island,3.0,1994-09-01
3259,1994,September,Canada,47317.750000054,1994-09-01
514,1994,September,Quebec,25.3,1994-09-01
449,1994,September,Manitoba,19491.9,1994-09-01
440,1994,September,British Columbia,790.300000000002,1994-09-01
484,1994,September,Northwest Territories,6012.83,1994-09-01
457,1994,September,New Brunswick,8.5,1994-09-01
441,1994,October,Manitoba,765.0,1994-10-01
516,1994,October,Saskatchewan,14.3,1994-10-01
465,1994,October,Nova Scotia,21.67,1994-10-01
485,1994,October,Ontario,68.100000032,1994-10-01
458,1994,October,Newfoundland and Labrador,0.0,1994-10-01
450,1994,October,New Brunswick,421.700000000001,1994-10-01
3258,1994,October,Canada,1531.360000032001,1994-10-01
420,1994,October,Alberta,26.54,1994-10-01
504,1994,October,Prince Edward Island,1.0,1994-10-01
475,1994,October,Northwest Territories,6.55,1994-10-01
431,1994,October,British Columbia,84.5999999999999,1994-10-01
507,1994,October,Quebec,121.9,1994-10-01
421,1994,November,Alberta,22.92,1994-11-01
432,1994,November,British Columbia,0.1,1994-11-01
508,1994,November,Quebec,6.5,1994-11-01
442,1994,November,Manitoba,0.1,1994-11-01
451,1994,November,New Brunswick,32.2,1994-11-01
3257,1994,November,Canada,159.060000077,1994-11-01
466,1994,November,Nova Scotia,87.34,1994-11-01
476,1994,November,Northwest Territories,0.2,1994-11-01
486,1994,November,Ontario,7.700000077,1994-11-01
503,1994,November,Prince Edward Island,2.0,1994-11-01
422,1994,December,Alberta,14.8,1994-12-01
477,1994,December,Northwest Territories,0.5,1994-12-01
496,1994,December,Prince Edward Island,0.0,1994-12-01
3250,1994,December,Canada,15.3,1994-12-01
541,1995,January,British Columbia,6.6,1995-01-01
603,1995,January,Prince Edward Island,0.0,1995-01-01
530,1995,January,Alberta,1.45,1995-01-01
3265,1995,January,Canada,8.05,1995-01-01
602,1995,February,Prince Edward Island,0.0,1995-02-01
544,1995,February,British Columbia,2.5,1995-02-01
533,1995,February,Alberta,10.32,1995-02-01
3264,1995,February,Canada,12.82,1995-02-01
534,1995,March,Alberta,289.35,1995-03-01
575,1995,March,Nova Scotia,61.51,1995-03-01
3268,1995,March,Canada,814.560001713,1995-03-01
632,1995,March,Yukon,2.0,1995-03-01
606,1995,March,Prince Edward Island,0.0,1995-03-01
592,1995,March,Ontario,310.200001713,1995-03-01
614,1995,March,Quebec,7.2,1995-03-01
545,1995,March,British Columbia,144.3,1995-03-01
553,1995,April,Manitoba,935.9,1995-04-01
3261,1995,April,Canada,3524.170000594001,1995-04-01
615,1995,April,Quebec,84.3,1995-04-01
561,1995,April,New Brunswick,59.0,1995-04-01
633,1995,April,Yukon,317.78,1995-04-01
535,1995,April,Alberta,578.92,1995-04-01
546,1995,April,British Columbia,612.500000000001,1995-04-01
567,1995,April,Newfoundland and Labrador,9.2,1995-04-01
599,1995,April,Prince Edward Island,0.0,1995-04-01
593,1995,April,Ontario,560.100000594,1995-04-01
584,1995,April,Northwest Territories,200.0,1995-04-01
576,1995,April,Nova Scotia,81.34,1995-04-01
624,1995,April,Saskatchewan,85.13,1995-04-01
536,1995,May,Alberta,330668.55,1995-05-01
554,1995,May,Manitoba,37707.6,1995-05-01
634,1995,May,Yukon,1097.17,1995-05-01
3269,1995,May,Canada,1639397.1000007838,1995-05-01
547,1995,May,British Columbia,17251.3999999999,1995-05-01
625,1995,May,Saskatchewan,1125859.31,1995-05-01
585,1995,May,Northwest Territories,69031.91,1995-05-01
594,1995,May,Ontario,56938.500000784,1995-05-01
568,1995,May,Newfoundland and Labrador,112.9,1995-05-01
577,1995,May,Nova Scotia,204.66,1995-05-01
607,1995,May,Prince Edward Island,12.0,1995-05-01
616,1995,May,Quebec,363.7,1995-05-01
562,1995,May,New Brunswick,149.4,1995-05-01
626,1995,June,Saskatchewan,518604.27,1995-06-01
586,1995,June,Northwest Territories,2491437.67,1995-06-01
595,1995,June,Ontario,332496.800001128,1995-06-01
569,1995,June,Newfoundland and Labrador,47.8,1995-06-01
537,1995,June,Alberta,6650.48,1995-06-01
605,1995,June,Prince Edward Island,14.0,1995-06-01
563,1995,June,New Brunswick,130.6,1995-06-01
548,1995,June,British Columbia,28238.5999999999,1995-06-01
3267,1995,June,Canada,4871312.740001124,1995-06-01
578,1995,June,Nova Scotia,30.79,1995-06-01
617,1995,June,Quebec,451241.099999999,1995-06-01
555,1995,June,Manitoba,789658.099999998,1995-06-01
635,1995,June,Yukon,252762.53,1995-06-01
579,1995,July,Nova Scotia,4.23,1995-07-01
627,1995,July,Saskatchewan,4129.99,1995-07-01
587,1995,July,Northwest Territories,28777.48,1995-07-01
570,1995,July,Newfoundland and Labrador,32.7,1995-07-01
556,1995,July,Manitoba,57393.9,1995-07-01
596,1995,July,Ontario,33676.499999955,1995-07-01
618,1995,July,Quebec,47192.1,1995-07-01
549,1995,July,British Columbia,427.300000000002,1995-07-01
3266,1995,July,Canada,180112.769999955,1995-07-01
564,1995,July,New Brunswick,19.3,1995-07-01
604,1995,July,Prince Edward Island,2.0,1995-07-01
636,1995,July,Yukon,7199.26,1995-07-01
538,1995,July,Alberta,1258.01,1995-07-01
580,1995,August,Nova Scotia,14.4,1995-08-01
565,1995,August,New Brunswick,107.3,1995-08-01
628,1995,August,Saskatchewan,99.54,1995-08-01
637,1995,August,Yukon,0.39,1995-08-01
588,1995,August,Northwest Territories,253904.45,1995-08-01
539,1995,August,Alberta,2109.76,1995-08-01
557,1995,August,Manitoba,429.1,1995-08-01
597,1995,August,Ontario,188432.300001402,1995-08-01
550,1995,August,British Columbia,84.9999999999999,1995-08-01
600,1995,August,Prince Edward Island,5.0,1995-08-01
619,1995,August,Quebec,228797.5,1995-08-01
571,1995,August,Newfoundland and Labrador,498.4,1995-08-01
3262,1995,August,Canada,674483.140001402,1995-08-01
3272,1995,September,Canada,2002.6100002409999,1995-09-01
558,1995,September,Manitoba,122.7,1995-09-01
581,1995,September,Nova Scotia,6.86,1995-09-01
598,1995,September,Ontario,52.2000002409999,1995-09-01
566,1995,September,New Brunswick,98.9,1995-09-01
551,1995,September,British Columbia,1300.7,1995-09-01
572,1995,September,Newfoundland and Labrador,0.1,1995-09-01
610,1995,September,Prince Edward Island,3.0,1995-09-01
629,1995,September,Saskatchewan,10.8,1995-09-01
620,1995,September,Quebec,21.9,1995-09-01
638,1995,September,Yukon,0.6,1995-09-01
540,1995,September,Alberta,370.03,1995-09-01
589,1995,September,Northwest Territories,14.82,1995-09-01
621,1995,October,Saskatchewan,1.2,1995-10-01
3271,1995,October,Canada,3159.110000186,1995-10-01
552,1995,October,Manitoba,2989.9,1995-10-01
559,1995,October,New Brunswick,4.8,1995-10-01
612,1995,October,Quebec,15.9,1995-10-01
531,1995,October,Alberta,41.68,1995-10-01
542,1995,October,British Columbia,9.3,1995-10-01
609,1995,October,Prince Edward Island,0.0,1995-10-01
582,1995,October,Northwest Territories,0.01,1995-10-01
590,1995,October,Ontario,95.800000186,1995-10-01
573,1995,October,Nova Scotia,0.52,1995-10-01
622,1995,November,Saskatchewan,18.6,1995-11-01
543,1995,November,British Columbia,1.8,1995-11-01
613,1995,November,Quebec,3.0,1995-11-01
583,1995,November,Northwest Territories,0.1,1995-11-01
631,1995,November,Yukon,0.01,1995-11-01
532,1995,November,Alberta,0.81,1995-11-01
3270,1995,November,Canada,25.220000007000003,1995-11-01
608,1995,November,Prince Edward Island,0.0,1995-11-01
560,1995,November,New Brunswick,0.2,1995-11-01
574,1995,November,Nova Scotia,0.2,1995-11-01
591,1995,November,Ontario,0.500000007,1995-11-01
601,1995,December,Prince Edward Island,0.0,1995-12-01
3263,1995,December,Canada,0.05,1995-12-01
623,1995,December,Saskatchewan,0.05,1995-12-01
639,1996,January,Alberta,0.12,1996-01-01
729,1996,January,Saskatchewan,0.1,1996-01-01
3278,1996,January,Canada,0.82,1996-01-01
712,1996,January,Prince Edward Island,0.0,1996-01-01
650,1996,January,British Columbia,0.6,1996-01-01
731,1996,February,Saskatchewan,0.01,1996-02-01
3277,1996,February,Canada,4.109999999999999,1996-02-01
711,1996,February,Prince Edward Island,0.0,1996-02-01
654,1996,February,British Columbia,4.1,1996-02-01
643,1996,March,Alberta,1.1,1996-03-01
715,1996,March,Prince Edward Island,0.0,1996-03-01
672,1996,March,New Brunswick,1.0,1996-03-01
701,1996,March,Ontario,5.900000005,1996-03-01
687,1996,March,Nova Scotia,324.44,1996-03-01
3281,1996,March,Canada,363.360000005,1996-03-01
655,1996,March,British Columbia,30.9,1996-03-01
738,1996,March,Yukon,0.02,1996-03-01
694,1996,April,Northwest Territories,1.5,1996-04-01
739,1996,April,Yukon,0.03,1996-04-01
680,1996,April,Newfoundland and Labrador,15.0,1996-04-01
702,1996,April,Ontario,29.299999917,1996-04-01
3274,1996,April,Canada,673.089999917,1996-04-01
656,1996,April,British Columbia,223.2,1996-04-01
732,1996,April,Saskatchewan,9.47,1996-04-01
673,1996,April,New Brunswick,143.6,1996-04-01
708,1996,April,Prince Edward Island,0.0,1996-04-01
688,1996,April,Nova Scotia,154.52,1996-04-01
664,1996,April,Manitoba,0.2,1996-04-01
723,1996,April,Quebec,3.6,1996-04-01
644,1996,April,Alberta,92.67,1996-04-01
645,1996,May,Alberta,522.03,1996-05-01
657,1996,May,British Columbia,172.4,1996-05-01
681,1996,May,Newfoundland and Labrador,44.6,1996-05-01
695,1996,May,Northwest Territories,2014.01,1996-05-01
3282,1996,May,Canada,7482.590000564,1996-05-01
733,1996,May,Saskatchewan,526.02,1996-05-01
724,1996,May,Quebec,384.8,1996-05-01
716,1996,May,Prince Edward Island,0.0,1996-05-01
689,1996,May,Nova Scotia,95.1,1996-05-01
674,1996,May,New Brunswick,89.9,1996-05-01
703,1996,May,Ontario,1038.200000564,1996-05-01
740,1996,May,Yukon,8.13,1996-05-01
665,1996,May,Manitoba,2587.4,1996-05-01
3280,1996,June,Canada,1290626.760000774,1996-06-01
666,1996,June,Manitoba,40539.6,1996-06-01
696,1996,June,Northwest Territories,281701.6,1996-06-01
646,1996,June,Alberta,14164.29,1996-06-01
741,1996,June,Yukon,64997.87,1996-06-01
734,1996,June,Saskatchewan,5253.45000000001,1996-06-01
682,1996,June,Newfoundland and Labrador,6341.6,1996-06-01
675,1996,June,New Brunswick,1518.9,1996-06-01
714,1996,June,Prince Edward Island,0.0,1996-06-01
690,1996,June,Nova Scotia,59.85,1996-06-01
704,1996,June,Ontario,424614.000000775,1996-06-01
658,1996,June,British Columbia,12766.5,1996-06-01
725,1996,June,Quebec,438669.099999999,1996-06-01
659,1996,July,British Columbia,6324.40000000004,1996-07-01
3279,1996,July,Canada,389823.480000684,1996-07-01
647,1996,July,Alberta,780.27,1996-07-01
667,1996,July,Manitoba,51528.0999999999,1996-07-01
676,1996,July,New Brunswick,3.7,1996-07-01
705,1996,July,Ontario,20414.300000684,1996-07-01
683,1996,July,Newfoundland and Labrador,43.1,1996-07-01
691,1996,July,Nova Scotia,0.37,1996-07-01
742,1996,July,Yukon,25360.91,1996-07-01
697,1996,July,Northwest Territories,86436.9,1996-07-01
735,1996,July,Saskatchewan,6884.13000000002,1996-07-01
713,1996,July,Prince Edward Island,0.0,1996-07-01
726,1996,July,Quebec,192047.3,1996-07-01
660,1996,August,British Columbia,1077.5,1996-08-01
677,1996,August,New Brunswick,199.4,1996-08-01
684,1996,August,Newfoundland and Labrador,74822.7,1996-08-01
692,1996,August,Nova Scotia,3.34,1996-08-01
698,1996,August,Northwest Territories,1390.71,1996-08-01
668,1996,August,Manitoba,16851.3,1996-08-01
706,1996,August,Ontario,2595.600000235,1996-08-01
709,1996,August,Prince Edward Island,0.0,1996-08-01
3275,1996,August,Canada,158438.670000235,1996-08-01
743,1996,August,Yukon,699.77,1996-08-01
727,1996,August,Quebec,60464.2,1996-08-01
736,1996,August,Saskatchewan,312.26,1996-08-01
648,1996,August,Alberta,21.89,1996-08-01
693,1996,September,Nova Scotia,1.04,1996-09-01
737,1996,September,Saskatchewan,1.02,1996-09-01
3285,1996,September,Canada,14074.110000150002,1996-09-01
669,1996,September,Manitoba,13811.2,1996-09-01
678,1996,September,New Brunswick,50.0,1996-09-01
707,1996,September,Ontario,114.40000015,1996-09-01
661,1996,September,British Columbia,26.3,1996-09-01
728,1996,September,Quebec,14.4,1996-09-01
649,1996,September,Alberta,12.15,1996-09-01
719,1996,September,Prince Edward Island,0.0,1996-09-01
685,1996,September,Newfoundland and Labrador,43.2,1996-09-01
744,1996,September,Yukon,0.4,1996-09-01
679,1996,October,Newfoundland and Labrador,0.2,1996-10-01
721,1996,October,Quebec,5.8,1996-10-01
640,1996,October,Alberta,2.01,1996-10-01
700,1996,October,Ontario,190.10000001,1996-10-01
730,1996,October,Saskatchewan,0.53,1996-10-01
718,1996,October,Prince Edward Island,0.0,1996-10-01
686,1996,October,Nova Scotia,0.56,1996-10-01
663,1996,October,Manitoba,6.5,1996-10-01
651,1996,October,British Columbia,42.8,1996-10-01
3284,1996,October,Canada,257.80000001,1996-10-01
670,1996,October,New Brunswick,9.3,1996-10-01
3283,1996,November,Canada,1.81,1996-11-01
722,1996,November,Quebec,0.4,1996-11-01
641,1996,November,Alberta,0.21,1996-11-01
671,1996,November,New Brunswick,1.0,1996-11-01
717,1996,November,Prince Edward Island,0.0,1996-11-01
652,1996,November,British Columbia,0.2,1996-11-01
3276,1996,December,Canada,0.55,1996-12-01
710,1996,December,Prince Edward Island,0.0,1996-12-01
653,1996,December,British Columbia,0.2,1996-12-01
642,1996,December,Alberta,0.35,1996-12-01
745,1997,January,Alberta,0.01,1997-01-01
814,1997,January,Prince Edward Island,0.0,1997-01-01
3291,1997,January,Canada,0.01,1997-01-01
759,1997,February,British Columbia,0.3,1997-02-01
3290,1997,February,Canada,0.3,1997-02-01
813,1997,February,Prince Edward Island,0.0,1997-02-01
3294,1997,March,Canada,29.7,1997-03-01
817,1997,March,Prince Edward Island,0.0,1997-03-01
749,1997,March,Alberta,24.7,1997-03-01
760,1997,March,British Columbia,3.5,1997-03-01
789,1997,March,Nova Scotia,1.5,1997-03-01
790,1997,April,Nova Scotia,56.18,1997-04-01
3287,1997,April,Canada,813.110000257,1997-04-01
804,1997,April,Ontario,239.400000257,1997-04-01
750,1997,April,Alberta,117.18,1997-04-01
777,1997,April,New Brunswick,71.1,1997-04-01
769,1997,April,Manitoba,100.7,1997-04-01
761,1997,April,British Columbia,129.8,1997-04-01
832,1997,April,Saskatchewan,70.45,1997-04-01
810,1997,April,Prince Edward Island,1.0,1997-04-01
825,1997,April,Quebec,27.3,1997-04-01
770,1997,May,Manitoba,943.200000000001,1997-05-01
783,1997,May,Newfoundland and Labrador,61.4,1997-05-01
3295,1997,May,Canada,8803.100000256001,1997-05-01
791,1997,May,Nova Scotia,336.96,1997-05-01
826,1997,May,Quebec,37.8,1997-05-01
839,1997,May,Yukon,81.3500000000001,1997-05-01
796,1997,May,Northwest Territories,0.01,1997-05-01
833,1997,May,Saskatchewan,1345.17,1997-05-01
762,1997,May,British Columbia,500.8,1997-05-01
778,1997,May,New Brunswick,69.5,1997-05-01
818,1997,May,Prince Edward Island,66.0,1997-05-01
805,1997,May,Ontario,5004.800000256,1997-05-01
751,1997,May,Alberta,356.11,1997-05-01
771,1997,June,Manitoba,7365.40000000001,1997-06-01
3293,1997,June,Canada,428375.3200014,1997-06-01
784,1997,June,Newfoundland and Labrador,8189.5,1997-06-01
827,1997,June,Quebec,385457.4,1997-06-01
806,1997,June,Ontario,20649.2000014,1997-06-01
834,1997,June,Saskatchewan,569.45,1997-06-01
752,1997,June,Alberta,62.9,1997-06-01
792,1997,June,Nova Scotia,10.14,1997-06-01
779,1997,June,New Brunswick,34.5,1997-06-01
816,1997,June,Prince Edward Island,36.0,1997-06-01
763,1997,June,British Columbia,449.100000000001,1997-06-01
840,1997,June,Yukon,12.49,1997-06-01
797,1997,June,Northwest Territories,5539.24,1997-06-01
764,1997,July,British Columbia,1144.6,1997-07-01
780,1997,July,New Brunswick,38.1,1997-07-01
3292,1997,July,Canada,173460.030001512,1997-07-01
785,1997,July,Newfoundland and Labrador,30.3,1997-07-01
793,1997,July,Nova Scotia,100.11,1997-07-01
815,1997,July,Prince Edward Island,4.0,1997-07-01
798,1997,July,Northwest Territories,120774.08,1997-07-01
772,1997,July,Manitoba,18738.2,1997-07-01
841,1997,July,Yukon,11368.74,1997-07-01
753,1997,July,Alberta,398.549999999999,1997-07-01
807,1997,July,Ontario,12246.900001512,1997-07-01
828,1997,July,Quebec,7419.2,1997-07-01
835,1997,July,Saskatchewan,1197.25,1997-07-01
754,1997,August,Alberta,60.12,1997-08-01
765,1997,August,British Columbia,340.0,1997-08-01
3288,1997,August,Canada,16701.240001116003,1997-08-01
836,1997,August,Saskatchewan,685.64,1997-08-01
781,1997,August,New Brunswick,14.9,1997-08-01
799,1997,August,Northwest Territories,204.84,1997-08-01
808,1997,August,Ontario,413.700001116001,1997-08-01
811,1997,August,Prince Edward Island,0.0,1997-08-01
794,1997,August,Nova Scotia,15.39,1997-08-01
773,1997,August,Manitoba,14637.8,1997-08-01
829,1997,August,Quebec,63.7,1997-08-01
786,1997,August,Newfoundland and Labrador,263.1,1997-08-01
842,1997,August,Yukon,2.05,1997-08-01
766,1997,September,British Columbia,305.400000000001,1997-09-01
809,1997,September,Ontario,36.200000188,1997-09-01
795,1997,September,Nova Scotia,1.97,1997-09-01
830,1997,September,Quebec,0.3,1997-09-01
837,1997,September,Saskatchewan,8.81,1997-09-01
821,1997,September,Prince Edward Island,0.0,1997-09-01
800,1997,September,Northwest Territories,13.1,1997-09-01
787,1997,September,Newfoundland and Labrador,0.4,1997-09-01
774,1997,September,Manitoba,10.6,1997-09-01
843,1997,September,Yukon,4.41,1997-09-01
755,1997,September,Alberta,7.13,1997-09-01
3298,1997,September,Canada,391.220000188001,1997-09-01
782,1997,September,New Brunswick,2.9,1997-09-01
746,1997,October,Alberta,0.31,1997-10-01
768,1997,October,Manitoba,3.0,1997-10-01
3297,1997,October,Canada,184.67000011599998,1997-10-01
802,1997,October,Ontario,29.000000116,1997-10-01
820,1997,October,Prince Edward Island,0.0,1997-10-01
823,1997,October,Quebec,73.5,1997-10-01
788,1997,October,Nova Scotia,42.91,1997-10-01
756,1997,October,British Columbia,2.1,1997-10-01
831,1997,October,Saskatchewan,0.14,1997-10-01
838,1997,October,Yukon,1.01,1997-10-01
775,1997,October,New Brunswick,32.7,1997-10-01
776,1997,November,New Brunswick,0.2,1997-11-01
819,1997,November,Prince Edward Island,0.0,1997-11-01
824,1997,November,Quebec,0.0,1997-11-01
757,1997,November,British Columbia,2.1,1997-11-01
3296,1997,November,Canada,2.500000001,1997-11-01
747,1997,November,Alberta,0.1,1997-11-01
803,1997,November,Ontario,0.100000001,1997-11-01
812,1997,December,Prince Edward Island,0.0,1997-12-01
3289,1997,December,Canada,3986.94,1997-12-01
758,1997,December,British Columbia,90.1,1997-12-01
748,1997,December,Alberta,3896.84,1997-12-01
855,1998,January,British Columbia,4.1,1998-01-01
3304,1998,January,Canada,4.1,1998-01-01
916,1998,January,Prince Edward Island,0.0,1998-01-01
858,1998,February,British Columbia,0.0,1998-02-01
3303,1998,February,Canada,0.0,1998-02-01
915,1998,February,Prince Edward Island,0.0,1998-02-01
890,1998,March,Nova Scotia,21.88,1998-03-01
847,1998,March,Alberta,0.5,1998-03-01
3307,1998,March,Canada,864.081000014,1998-03-01
859,1998,March,British Columbia,111.201,1998-03-01
919,1998,March,Prince Edward Island,0.0,1998-03-01
905,1998,March,Ontario,730.500000014,1998-03-01
3300,1998,April,Canada,40287.73800039701,1998-04-01
877,1998,April,New Brunswick,209.4,1998-04-01
935,1998,April,Saskatchewan,5319.95000000001,1998-04-01
884,1998,April,Newfoundland and Labrador,0.0,1998-04-01
891,1998,April,Nova Scotia,155.04,1998-04-01
869,1998,April,Manitoba,4262.3,1998-04-01
860,1998,April,British Columbia,1168.028,1998-04-01
942,1998,April,Yukon,5.51,1998-04-01
912,1998,April,Prince Edward Island,8.0,1998-04-01
906,1998,April,Ontario,27659.700000397,1998-04-01
848,1998,April,Alberta,1362.21,1998-04-01
927,1998,April,Quebec,137.6,1998-04-01
897,1998,May,Northwest Territories,14035.62,1998-05-01
892,1998,May,Nova Scotia,108.49,1998-05-01
928,1998,May,Quebec,27626.7,1998-05-01
861,1998,May,British Columbia,1402.739,1998-05-01
878,1998,May,New Brunswick,163.7,1998-05-01
885,1998,May,Newfoundland and Labrador,918.2,1998-05-01
907,1998,May,Ontario,24542.400001105,1998-05-01
920,1998,May,Prince Edward Island,57.0,1998-05-01
943,1998,May,Yukon,66482.63,1998-05-01
936,1998,May,Saskatchewan,207488.9,1998-05-01
3308,1998,May,Canada,692978.359001104,1998-05-01
849,1998,May,Alberta,349906.179999999,1998-05-01
870,1998,May,Manitoba,245.8,1998-05-01
886,1998,June,Newfoundland and Labrador,33105.4,1998-06-01
871,1998,June,Manitoba,174508.6,1998-06-01
944,1998,June,Yukon,2415.53,1998-06-01
929,1998,June,Quebec,277909.2,1998-06-01
850,1998,June,Alberta,37769.8499999998,1998-06-01
918,1998,June,Prince Edward Island,7.0,1998-06-01
898,1998,June,Northwest Territories,306511.26,1998-06-01
862,1998,June,British Columbia,654.708000000001,1998-06-01
908,1998,June,Ontario,34159.000000638,1998-06-01
3306,1998,June,Canada,1036875.3480006378,1998-06-01
937,1998,June,Saskatchewan,169808.05,1998-06-01
893,1998,June,Nova Scotia,23.45,1998-06-01
879,1998,June,New Brunswick,3.3,1998-06-01
3305,1998,July,Canada,1899561.8280012615,1998-07-01
863,1998,July,British Columbia,47502.5179999995,1998-07-01
872,1998,July,Manitoba,111672.7,1998-07-01
851,1998,July,Alberta,9663.91,1998-07-01
945,1998,July,Yukon,261645.68,1998-07-01
930,1998,July,Quebec,112254.5,1998-07-01
917,1998,July,Prince Edward Island,1.0,1998-07-01
909,1998,July,Ontario,69189.700001262,1998-07-01
880,1998,July,New Brunswick,15.7,1998-07-01
887,1998,July,Newfoundland and Labrador,6117.2,1998-07-01
894,1998,July,Nova Scotia,11.5,1998-07-01
899,1998,July,Northwest Territories,1077845.83,1998-07-01
938,1998,July,Saskatchewan,203641.59,1998-07-01
913,1998,August,Prince Edward Island,2.0,1998-08-01
910,1998,August,Ontario,1678.200001012,1998-08-01
900,1998,August,Northwest Territories,60566.6,1998-08-01
864,1998,August,British Columbia,22734.168,1998-08-01
881,1998,August,New Brunswick,19.0,1998-08-01
946,1998,August,Yukon,13122.52,1998-08-01
895,1998,August,Nova Scotia,40.23,1998-08-01
888,1998,August,Newfoundland and Labrador,20.4,1998-08-01
873,1998,August,Manitoba,42853.2,1998-08-01
931,1998,August,Quebec,217.9,1998-08-01
939,1998,August,Saskatchewan,458015.75,1998-08-01
3301,1998,August,Canada,948966.83800101,1998-08-01
852,1998,August,Alberta,349696.869999998,1998-08-01
3311,1998,September,Canada,3506.2920002579804,1998-09-01
923,1998,September,Prince Edward Island,0.0,1998-09-01
901,1998,September,Northwest Territories,0.85,1998-09-01
947,1998,September,Yukon,0.53,1998-09-01
911,1998,September,Ontario,89.0000002579999,1998-09-01
865,1998,September,British Columbia,2773.95199999998,1998-09-01
896,1998,September,Nova Scotia,0.26,1998-09-01
940,1998,September,Saskatchewan,396.87,1998-09-01
874,1998,September,Manitoba,171.3,1998-09-01
882,1998,September,New Brunswick,0.7,1998-09-01
853,1998,September,Alberta,63.73,1998-09-01
932,1998,September,Quebec,9.1,1998-09-01
3310,1998,October,Canada,1033.540000083,1998-10-01
889,1998,October,Nova Scotia,35.88,1998-10-01
875,1998,October,New Brunswick,0.5,1998-10-01
925,1998,October,Quebec,150.4,1998-10-01
922,1998,October,Prince Edward Island,1.0,1998-10-01
902,1998,October,Ontario,108.900000083,1998-10-01
883,1998,October,Newfoundland and Labrador,0.0,1998-10-01
867,1998,October,Manitoba,0.1,1998-10-01
856,1998,October,British Columbia,401.1,1998-10-01
844,1998,October,Alberta,311.05,1998-10-01
933,1998,October,Saskatchewan,24.61,1998-10-01
926,1998,November,Quebec,1.4,1998-11-01
845,1998,November,Alberta,0.94,1998-11-01
3309,1998,November,Canada,28.640000054999998,1998-11-01
876,1998,November,New Brunswick,0.1,1998-11-01
921,1998,November,Prince Edward Island,0.0,1998-11-01
857,1998,November,British Columbia,8.2,1998-11-01
903,1998,November,Ontario,14.800000055,1998-11-01
868,1998,November,Manitoba,3.2,1998-11-01
3302,1998,December,Canada,1.7300000020000001,1998-12-01
934,1998,December,Saskatchewan,0.5,1998-12-01
904,1998,December,Ontario,0.200000002,1998-12-01
846,1998,December,Alberta,1.03,1998-12-01
914,1998,December,Prince Edward Island,0.0,1998-12-01
948,1999,January,Alberta,17.72,1999-01-01
3317,1999,January,Canada,18.119999999999997,1999-01-01
970,1999,January,Manitoba,0.4,1999-01-01
1024,1999,January,Prince Edward Island,0.0,1999-01-01
962,1999,February,British Columbia,4.0,1999-02-01
3316,1999,February,Canada,4.800000012,1999-02-01
1012,1999,February,Ontario,0.800000012,1999-02-01
1023,1999,February,Prince Edward Island,0.0,1999-02-01
952,1999,March,Alberta,3.91,1999-03-01
1027,1999,March,Prince Edward Island,1.0,1999-03-01
3320,1999,March,Canada,210.309000002,1999-03-01
1043,1999,March,Saskatchewan,1.0,1999-03-01
997,1999,March,Nova Scotia,77.49,1999-03-01
1013,1999,March,Ontario,33.200000002,1999-03-01
963,1999,March,British Columbia,91.509,1999-03-01
988,1999,March,Newfoundland and Labrador,2.2,1999-03-01
3313,1999,April,Canada,100281.923000211,1999-04-01
1035,1999,April,Quebec,190.3,1999-04-01
1004,1999,April,Northwest Territories,3358.0,1999-04-01
964,1999,April,British Columbia,1152.723,1999-04-01
1020,1999,April,Prince Edward Island,2.0,1999-04-01
972,1999,April,Manitoba,18201.7,1999-04-01
981,1999,April,New Brunswick,76.7,1999-04-01
1044,1999,April,Saskatchewan,802.7,1999-04-01
989,1999,April,Newfoundland and Labrador,20.1,1999-04-01
998,1999,April,Nova Scotia,1366.09,1999-04-01
1014,1999,April,Ontario,73824.500000211,1999-04-01
953,1999,April,Alberta,1286.71,1999-04-01
1050,1999,April,Yukon,0.4,1999-04-01
1036,1999,May,Quebec,8657.40000000001,1999-05-01
1015,1999,May,Ontario,218562.700000046,1999-05-01
1045,1999,May,Saskatchewan,24794.86,1999-05-01
1005,1999,May,Northwest Territories,7802.01,1999-05-01
954,1999,May,Alberta,38010.36,1999-05-01
999,1999,May,Nova Scotia,74.15,1999-05-01
990,1999,May,Newfoundland and Labrador,2880.3,1999-05-01
982,1999,May,New Brunswick,350.5,1999-05-01
973,1999,May,Manitoba,34930.6,1999-05-01
965,1999,May,British Columbia,236.063,1999-05-01
1028,1999,May,Prince Edward Island,43.0,1999-05-01
1051,1999,May,Yukon,3124.95,1999-05-01
3321,1999,May,Canada,339466.893000046,1999-05-01
3319,1999,June,Canada,858257.4640003871,1999-06-01
991,1999,June,Newfoundland and Labrador,35730.8,1999-06-01
1037,1999,June,Quebec,87917.9000000001,1999-06-01
1006,1999,June,Northwest Territories,412386.78,1999-06-01
1000,1999,June,Nova Scotia,150.2,1999-06-01
1046,1999,June,Saskatchewan,17383.81,1999-06-01
983,1999,June,New Brunswick,926.500000000002,1999-06-01
